date,gender,height,weight,rating,review_text
24.10.29.,여성,153cm,56kg,4,"가을날씨에 주변이나 산책로 자전거 전용도 타고 다니기 너무 좋아요, 잘 타고 다니고 있습니다."
24.10.27.,,,,5,일단가격면에서 만족하고 한달지났는데 하자없이 잘타고있습니다.
24.10.27.,,,,5,"가성비 좋아요
출퇴근때 타고다니니 교통비도 절약되고 좋아요"
24.10.23.,남성,183cm,97kg,5,"아직까지도 잘 사용하고 있습니다.
너무 좋아요^^ 헬멧도 잘 받았습니다. 안전"
24.10.20.,여성,161cm,52kg,5,"일단 안장이 엉덩이가 너무 아파요~ 그래서 충격흡수되는것으로 교체했어요~벨은 소리가 이상함.사용해도 벨기능이 안됨.둔탁한소리.제일별로인것은 빠데리 탈부착하는게 너무 불편함.
그이외 파스모드나 스로틀모드 만족함~~"
24.10.18.,,,,5,전기도 잘들어가고 잘 타고 다녀서 좋습니다~
24.10.15.,,,,5,아주 아주 잘 사용하고 있습니다.
24.10.11.,남성,174cm,68kg,5,"한달후기...
평지만 달리기에는 무난함.
장거리는 안장 불편해요.
24v기어없이도 평지 달리는데는 무리없어요.
밧데리 용량이 적어 충전자주해야되고 탈부착이 너~~무 불편해요.
가성비로는 중상 ㅎㅎ"
24.10.11.,여성,159cm,56kg,5,많이 만족 합니다 추가 led 기본 구성품이네요
24.10.08.,,,,5,감사합니다. 체육대회때 잘쓸게요
24.10.08.,남성,140cm,50kg,5,빠른배송과 우수한 품질
24.10.05.,남성,177cm,73kg,5,배터리가 조금 빨리 떨어져요 7.5ah 샀어야하나봐요
24.10.05.,남성,185cm,80kg,5,사이즈가 작은 편입니다.
24.10.01.,,,,5,"배송 엄청 빠르네요~
조립하고 바로 시승해보니 너무 좋아요.
전기자전거 가성비 대비 아주 만족합니다~"
24.09.29.,여성,,,5,"원래쓰던제품이라 또 구매했어요~
리뉴얼되면서 쫌 더 무거워진감은 있는데 안정감있네요
출퇴근용으로 추천입니다~"
24.09.26.,,,,5,"일단 조립다하고 시범운전해보았는데 파스.스로틀 작동잘되네요.
안장은 튼튼해보긴한데 쿠션이 없어서 너무 엉덩이가 아프네요.차근차근 타면서 보완해야될꺼 같습니다"
24.09.18.,,,,1,"소비자들이 현명한 선택하길 바라며 리뷰 씁니다.

스카닉 M20 24V
사면 안 되는 제품 
기어가 1단밖에 없음.
스로틀 되는지도 모를 정도로 약함
배터리 결합도 포기할 정도 힘든데 불리할 때는 부숴버리고 싶을 정도로 짜증이 폭발함
언덕은 고사하고 평지에서도 기어가 1단밖에 없어서 나가질 않음
네이버에서 살 수 있는 20만원짜리 7단자전거보다 후지고 무거움
이거 살 바에 그냥 7단 자전거 저렴한 거 사는 게 나음

제품상세창에 7단기어와 PAS 3단계 조절된다고 한 건 36V 사양만 되고 그걸 개미더듬이만한 사이즈로 써놨음.
소비자가 보라고 쓴 게 아니라 24V 사양의 저렴이를 사는 사람을 기만하고 속이기 위함
교환도 안 됨. 7단기어와 PAS조절을 36V 사양이라고 답변옴
써놨는데 그거 못보고 산 니가 잘못이라는 거임
절대 사지마세요"
24.09.15.,여성,168cm,52kg,5,"🌟🌟🌟출퇴근용 여성분에게 매우 추천합니다🌟🌟🌟
저희 집 사진과 같은 오르막길이 2개인데 잘 올라갑니다 오르막길 많다싶으면 꼭 36V사세요! 배터리도 하루에 30분 쓴다하면 일주일은 거뜬히 타요! 입문자라 공용 전기 자전거만 써봤지 스로틀 모드는 처음이라 걱정했는데, 생각보다 어렵지않고 빨라요 타면 탈수록 재밌네요ㅎㅎ
택배 배송으로 주문했는데도 70프로 정도는 조립돼서 오고 나머지 조립은 별것도 아니에요! 다만 옵션 다는게 어렵네요..동영상을 봐도 잘 안돼요 그래도 옵션이 필수는 아니라 안 달아도  주행하는데 문제 없어요! 디자인도 예쁘고 매우매우 추천합니다❤️❤️"
24.09.15.,남성,,,5,자전거를 사려고 알아본지 3개월쯤 전기자전거를 사려고 이런거 저런거 알아보다가 이 제품을 구매 하게 되었습니다 배송은 택배로 왔는데 조립이 힘들까봐 걱정한 것과 다르게 아주 쉬운 조립이었고 정말 말도 안될정도록 전기모드가 너무 좋습니다 다른 전기자전거랑 다르게 배터리가 차지하는 공간도 크지 않아서 간편하고 충전도 쉽고 자전거 사이즈도 딱 좋았습니다 자전거 하나더 구매 예정이라 다른상품을 구매 할까 생각했지만 지금 사용 하고있는 이제품이 너무 좋아서 이제품에서 기어 조절되는 상품으로 구매 할까 고민중 입니다 확실하게 전기 자전거라 이동도 쉽고 힘들지 않아서 저같이 10분 거리 왔다갔다 하는것도 힘든 분들도 정말 빠르게 이동 가능하다는 점에서 늘 매일 이용 하고있습니다
24.09.14.,남성,175cm,73kg,5,출퇴근용으로 구매해 정말 잘쓰고 있어요
24.09.12.,남성,175cm,90kg,5,한달동안 잘 사용하고 있습니다~~
24.09.12.,여성,153cm,56kg,3,작아서 가볍게 가까운거리 타고 다니기 좋네요
24.09.08.,여성,161cm,52kg,5,"161에 52  자전거 초보에겐 자전거가 큰거같아요 무서워요~~~ㅎㅎ자전거는 이뻐요~~
낮에 연습 좀 하고 타고 다닐건데 자전거 첨타봐서 파스모드가 어떻게 작동되는지 공부해야할듯 해요~~~배송해주신 기사분 친절하시고 빠른배송 해주셔서 감사합니다~~"
24.09.06.,,,,5,좋아요배송굳잘슬게요감사요
24.09.03.,,,,5,배송 잘 받았습니다.
24.09.01.,남성,174cm,68kg,4,"개인의견으로 등록한거니 구매 시 참고 바래요.
구매 시 주의사항으로 꼼꼼하게 읽어보지 못 한 제 실수지만 7단 기어가 24V와 36V가 다르다는 걸 작은 글씨로 적혀있어 구매선택 시 실수 했는데 제품부피문제로 교환하기 귀찮아 그냥 사용합니다(판매자님 부품만 구입해서 자가 장착 하고 싶은데 가능한가요?)

장점:
1.가성비, 디자인 좋음
2.안장높이 조절로 누구나 타기 좋은 거 같음.

단점:
1.어쩔수 없는거지만 24v는 힘이 너무 없네요. 아파트에 낮은 경사도 스로틀로 경사시작부터 멈추네요ㅠ 36v로 할 걸 후회 중.
2.밧데리 탈장착이 너무 불편함.

대체적으로 만족합니다.
필히 36v로 사세요~~"
24.08.30.,남성,183cm,97kg,5,"우선 빠른 배송 감사합니다.
정말 빠르게 잘 받았고,설치 할 것도 없이 완료된 상태로 제품이 와서 다행입니다.
검정색상 너무 섹시하게 이쁘고, 튼튼하고 잘 나갑니다.
아쉬운점은 배터리 뒤에 야간판을 설치를 할수 없는점 빼고는 너무 마음에 들고 갓성비 짱입니다. 
직원 출퇴용으로 구매를 했는데 저도 하나  주문하려고 합니다^^b 최고입니다"
24.08.30.,,,,5,"집이 언덕길이 있어 전기자전거 구매했어요
넘 잘 탈꺼같아요 가격도 좋고 디자인도 맘에들어요~"
24.08.29.,,,,5,미니벨로를 처음 구매를 했는데 크지도 작지도 않고 아주 적당한 크기이고 성능도 아주 좋다.
24.08.29.,남성,170cm,62kg,5,일반 자전거와는 다르게 힘을 적게 들이고도 앞으로 힘차게 나가는 점이 좋았습니다
24.08.29.,남성,177cm,73kg,5,"배송 빠르고 첨부한 동영상으로 조립 쉽게했어요
조립하자마자 밖에서 달려봤는데 너무 편하게
잘가네요.."
24.08.28.,,,,5,"처음 타봤는데 확실히 좋네요
안장이 딱딱한거 빼면 이 가격에 출퇴근 용으로
너무 좋아요"
24.08.28.,,,,5,선물준거라 자세하겐 못 적지만 받은 사람이 좋데요
24.08.26.,남성,178cm,82kg,5,출퇴근용으로 잘사용하고 있습니다
24.08.24.,남성,172cm,73kg,5,"스카닉 M20 (36V) 구매했습니다. 디자인도 너무 예쁘고, 생각보다 가벼워서 너무 만족합니다. 조립 및 배송까지 해주신 대리점 사장님도 너무 친절해서 주변에서 전기자전거 구매한다면 꼭 AU테크 추천하고싶네요^^"
24.08.22.,,,,5,"36V로 구매했는데 생각보다 안정감 있네요 가격이 타사대비 저렴해서 하자가 있을까 했는데 언덕길도 잘 올라가고 힘 좋아요!! 무엇보다 아기자기한게 너무 예쁘네요 상담도 친절하게 잘 해주시고 배송도 빠르고 좋았습니다! 전기자전거 필요한 주변 사람들에게 적극 추천해주고 싶습니다. 
가성비 최고 디자인 최고!!!!!"
24.08.19.,,,,5,입문용으로 구매하기 괜찮은것같아요
24.08.15.,여성,155cm,54kg,5,"<구매 목적>
근거리(1.6km) 출퇴용으로 
공용 킥보드 하루에 3천원씩
주5일 7달이면 구입할 금액이라
가성비 좋아요b 

<조립>
7시에 택배깡 시작해서
조립하고 점검까지 40분정도 걸렸어요
조립할거 별로없고 기계치 아니라면 
설명서 없이도 수월하게 조립 할 난이도에요
기초적인 
라이트, 벨, 야간 반사판1개 같이 딸려와요
라이트는 aaa건전지3개 따로 넣으셔야해요 

<점검 결과>
유격은 없었고 
브레이크가 휠에 너무 딱 붙어있어 손 조금 봤어요

바퀴랑 핸들 수평이 눈에 보일정도로 안맞는데 
수평 수정이 불가하더라고요

다른 특이사항도 없고 운행에 문제되지는 않아보여
그냥 사용 할 예정입니다

<제품 차이>
과거 36v구매후 2년 좀 더 타고 보내주고
현제 24v구매해보는데 차이는
기어 변속 없고 스로툴 운행하려면 발로
조금 굴려줘야 작동 되는걸로 리뉴얼된듯해요
제가 여자라 언덕길 올라갈때 어떨지 모르겠지만
안전 고려해보면 잘 바뀐듯해요

<불편사항>
사진별로 부족하거나 불편한 사항들 
코멘트 달아놨습니다

추가로 
정면은 반사판 설치 가능한데
후방이 배터리때문에 
반사판을 설치해도 의미가 없을듯하여
자전거 짐받이 반사판 있는걸로 사서 
배터리 얹혀놓고 사용하면 더 좋을듯해요"
24.08.15.,남성,175cm,73kg,5,출퇴근용으로 샀는데 만족합니다. 접어서 차에 넣을 수 있는 것도 맘에 들어요
24.08.13.,남성,175cm,90kg,5,배송도 빨랐고 일주일째 출퇴근 편하게 하고 있습니다 가성비 정말 좋은거 같아요 굳굳
24.08.12.,남성,178cm,78kg,5,싱품구매부터 문의사항 친절하게 받아쥬시고 무엇보다 배송이 빨랐어요 자전거도 생각보다 크고해서 안정감있어요
24.08.08.,남성,173cm,73kg,5,"가.배송 :  주문 접수 후 하루만에 도착(엄청 빠름)
나.조립 : 성인 기준 박스 및 포장 분해 포함 20분 소요 및 조립 쉬움
다. 승차감 : 가성비 매우 편함
라. 종합의견 :  이틀 정도 운행해봤는데 만족함"
24.08.01.,남성,181cm,115kg,5,생각보다 이쁘고 타고다니기 좋습니다. 반딱반딱 매일 청소중입니다
24.07.28.,,,,5,만족합니다 잘탈게요 감사합니다
24.07.28.,,,,5,잘 사용하고 있어요
24.07.23.,남성,172cm,70kg,5,아주 잘타고 있습니다. 신세계에요 !! 가까운거리든 동네 지인들 만날때 아주 유용하게 쓰고있어요
24.07.21.,남성,175cm,86kg,5,"주문 하루만에 빠르게 도착했네요.
포장 꼼꼼히 되어서 잘 배송되었고 거의 조립이 되어 있어서 손갈게 없네요.
필요한 장비도 들어있고 금방 세팅 했네요."
24.07.17.,남성,172cm,69kg,5,한달째 출퇴근용으로 매우 잘 이용하고 있습니다. 30도이상 경사에도 잘 올라갈 정도로 힘쎄고요. 다만 페달을 2~3번 밟은 상태에서 언덕을 올라야 잘 올라가니 참고하세요. 승차감 무난하고 무엇보다 다른 전기자전거 대비해 가벼워서 좋습니다. 전원 끄고 타면 일반 자전거처럼 타고 다닐수 있어요. 배터리도 제 사용패턴에서는 2주에 한번 충전할 정도로 오래갑니다. 만족하며 사용중이예요.
24.07.15.,남성,173cm,65kg,5,장마때문에 아직 많이는 못타봤으나 일단 생각보다 빠릅니다. 그리고 제가 다니느놋은 경사가 별로 없는곳이어서 그런지 몰라도 힘이 하나도 들지않고 편합니다. 접고펴기도 쉽구요 접으면 차에 싣기도 좋습니다. 약간 불편했던접은 배터리 탈착하는게 조금 불편합니다. 고장없이 오래타길 바랍니다.
24.07.06.,,,,5,"너무 맘에들어요 
너무 높지도 않고
작은키는 아니지만
그래도  괜찮아요"
24.07.05.,남성,184cm,90kg,5,구매 후 1달동안 정말 열심히 탔어요. 배터리 용량이 좀 더 컸으면 이 가격이 안나올테고~ 가성비가 좋고요 크게 하자 없이 잘 타고 있습니다.
24.07.05.,남성,179cm,90kg,5,처음선택한 전기자전거 이틀밖에는 타지않았씀니다만. 만족감은 높은편합니다
24.07.04.,남성,165cm,75kg,5,한달동안 출.퇴근 하면서 느낀점은  승차감은 나쁘지도 않고 괜찮네요 다만 안장은 바꾸는걸 추천드립니다
24.06.30.,남성,168cm,65kg,5,"아버지가 병원 다니시면서 아주 만족하신다고 해요
집으로 오시는길에 언덕이 있어서 힘들어하셨는데
잘 편하게 올라올 수 있다고 하시네요
전체적으로 다 만족하십니다 한가지 배터리를 혹시 도난 당하실까봐 걱정이세요 따로 배터리 잠금장치가 없어서요 항상 집 안에 넣어두고 계세요"
24.06.29.,,,,5,"전기자전거 선물후기 🚲
가족이 필요해서 선물 했습니다. 
전기자전거를 출퇴근에 활용하고 있는데, 편안하고 안정적인 승차감, 언덕 주행 능력, 운전 스트레스 감소 등의 장점이 있다고 합니다!
 전기자전거 사용자들은 경쾌하고 편안한 승차감, 접이식 기능의 편리성, 가벼운 무게 등 좋다고 합니다!!"
24.06.26.,,,,5,생각보다 잘나가고 좋아요
24.06.18.,,,,5,"와이프 먼저 사서 타다가 만족해서 제것도 구매했어요. 36V는 언덕도 잘 오르고, PAS모드만 쓸 것이라 이정도 스펙이면 제겐 충분하더라구요. 평지에서는 그냥 전원끄고 일반 자전거처럼 탈 수 있어요. 무게도 다른 전기자전거에 비하면 무겁지 않은 편이고요. 저렴한 전기자전거 찾는다면 추천합니다. 24V는 전 안타봐서 36V로 추천해요"
24.06.18.,남성,171cm,,4,"아들이 전기자전거타고싶어해서 구매했는데 크기며 색상 속도등등 맘에들어하더군요.
어제 등교하면서타고갔는데 교문에서지키는 학생부장쌤 ㅋ 내일부턴 헬멧 꼭 쓰고오느라~~ㅎㅎ
오늘은 자전거못타고갔네요~ㅎ
아무튼 맘에든답니다~
사업번창하세요...^^"
24.06.18.,여성,,,5,구매하려는 모델이 없어서 더 높은 그레이드모델로 보내주셨네요. 아버지가 좋다고 하시네요..앞으로 좀더 타보고 한달 후기 남길게요. ^^
24.06.17.,남성,170cm,65kg,4,연로하신 아버지께서 동네 인근 다니실수 있는 용도로 구매하였습니다. 그동안 자전거를 타시다가 아무래도 힘들어하셔서 구매하개 됐습니다^^. 당분간은 사용하는데 익숙해질때까지 이용해 보셔야 할거 같애요~^^
24.06.15.,남성,173cm,65kg,5,근거리 출퇴근용으로 구입했습니다. 오르막길이 별로 없는길이어서 기본형으로 구입했고 오늘 시운전해보니 역시 예상대로 힘들이지 않고 출퇴근 가능할것 같습니다. 만족합니다.
24.06.12.,,,,5,아부지가아주좋아하세요 ㅋㅋ감사합니다
24.06.04.,,,,5,배송 잘 받았습니다  짐받이 없는거 할라고 힘들어지만  그래도  맘에 드네요  잘타고 다니겠습니다
24.05.31.,남성,172cm,70kg,5,"배송빠르고. 스마트 완조립 배송했는데 배송기사님이 친절하게 상세히 설명도 잘해주셨습니다.^^ 아무만족했고, 생각보다 크고 무거워서 전기자전거는 처음이라 적용이필요할거같은데 살짝타보니 잠깐 신세계를 맛봤어요 ㅎㅎ 장마오기전에 많이타야겠어요"
24.05.28.,,,,5,출퇴근용으로 구입했습니다 디자인도 괜찮고 접이식에 품질이 아주 좋네요 안전하게 잘 타고 다니겠습니다 감사합니다
24.05.28.,남성,178cm,80kg,5,"처음 입문용으로 만족합니다.
고성능은 아니지만 가격에 비해 괜찮은 성능입니다.
다만 배터리가 오래 가지 못하네요.
나머지는 괜찮은 듯."
24.05.22.,,,,5,"스팩 그대로의 성능을 내진 않지만 (전기 소모가 나온 시간보다 빠름)
어차피 단일사용으로 풀충에서 풀방전까지 탈 일은 많지 않으므로 그닥 큰 부분은 아님

아직 고장 및 수리 등은 겪어보지 않아서 모르지만
현재까지 사용으로 봤을때 가성비 전기자전거로 굿

공유전기자전거 1시간씩 40번정도 타면 ROI 나오는듯"
24.05.20.,남성,168cm,65kg,5,"일단 배송이 너무 빨라서 좋았어요!
정말 총알 배송이네요
70세 아버지께서 병원을 다니시는데 힘드시다고
하셔서 전기자전거 오랜 검색 끝에 결정했는데요
너무 좋다고 하세요! 
언덕 오르기 너무 버거우셨는데 이제는 쉽게 다닐 수 있겠다고 좋아하십니다
정말 좋은 제품 가성비까지 있어서 최고에요
감사합니다"
24.05.20.,,,,5,몇번 구매했는데 좋아서 또 구매합니다.
24.04.30.,,,,5,"잘~ 타고 있습니다~
고장없이 오랫동안 탔으면 합니다~
안장은 셀프로 교체했네요~ ㅎㅎ"
24.04.26.,여성,167cm,,5,"생각보다 배터리 소모가 빨라서 이틀에 한 번씩 충전하고, 조금 멀리 갈 때는 (왕복 1시간 이상 소요) 불안하지만 멀리 가는 일도 없고 운동 다닐 때 잠깐씩 타니 편하고 좋습니다 :)
작고 휴대하기 편해 더 좋구요 
탈수록 마음에 들어요!"
24.04.22.,,,,4,"사용해보니 자전거 자체는 좋아보이는데
마치 엄청 잘 해주는 대리접에서 조립해주고 이후 AS도 될것처럼 이야기 했으나
대리점은 곧 폐업할 예정이라고 함 (약 일주일 남음)

대리점으로부터 들은 이야기는 비맞으면 안되고 땀도 조심해야 하고 뒷바퀴는 펑크나면 모터때문에 일반 자전거 점포에서는 교체가 쉽지 않다고 전달받음"
24.04.18.,여성,158cm,67kg,5,이뻐용ㅎ 그리고 생각보다 빨리나가서 깜놀했어용 브레이크 계속잡아야해용ㅎ 여성이 타기 딱좋아영 궁댕이가 아파서 쿠션은 사야할거같아영
24.04.15.,여성,157cm,55kg,5,아직까지도 잘타고있어요
24.04.12.,남성,184cm,90kg,5,"완충해서 약 2~3시간 정도 탔어요. 25키로 정도 탈수 있는거 같구요. 배터리가 1칸만 남으면 출력이 약간 떨어지더라구요. 그래도 직접 패달을 밟아 일반자전거로 운용이 가능하네요. 그리고 안장 높이 조절을 통해 키큰 성인도 충분히 운행이 가능합니다. 가성비 너무 좋네요. 40만원대에 전기 자전거라니~ 초등학생 아이들도 안장 내려서 타는데 너무 너무 좋아합니다. 

조립도 99프로 정도 되어와서 딱히 힘든부분은 없었습니다"
24.04.12.,여성,167cm,,5,"전기자전거는 처음이라 너무 무겁거나 다루기 힘들까봐 걱정했는데, 생각 외로 전원을 켜지 않고 타면 그냥 자전거랑 똑같아서 일단 만족입니다ㅎㅎ 전원을 켜고 페달링을 좀 하면 쑥 밀어주는 느낌이 드는데 3단은 그 파워가 엄청 세서 적응은 좀 필요할 것 같지만(앞으로 확 가는 느낌에 깜짝 놀람) 그만큼 오르막길 등에서 가볍게 스피드 낼 수 있어서 좋네요. 디자인도 만족스럽고 전체적으로 좋습니다."
24.03.28.,,,,5,"배송이 조금 걸렸지만,받아보니 아주 마음에 듭니다~고장없이 잘 타길 기대해봅니다 ㅎㅎ"
24.03.25.,남성,171cm,70kg,3,"수동기어가 안되고 오직 전기구동만 된다고 맨 처음에 알려줬으면 좋을 텐데, 이거 상위버전으로 사야지 이건 쓸데가 없습니다."
24.03.24.,,,,5,가성비 최고!!  너무 좋아요
24.03.06.,여성,167cm,,5,"픽업으로 간 매장에서 너무나 친절하게 설명해주시고 퇴근 시간이신데도 기다려 주셔서 정말 감사했어요!
픽업해서 오는 길이 핸들에 기스를 발견해 말씀 드렸더니 본사에 확인해보시고 연락주신대서 기다리려구요!
가까운 출근길과 운동 갈 때 타려고 샀는데, 너무 편안히 잘 다닐 수 있을 것 같아요 🙂😊"
24.03.06.,,,,5,디자인도 깔금하고 좋아요  열심히  타고 다닐게요
24.03.04.,남성,165cm,57kg,5,예쁘고 깔끔하니 좋네요...예상했던 스펙대로 왔습니다...다만 배송시간이 너무 오래걸린게...좀...
24.02.18.,,,,5,"남편이 출퇴근용으로 타던 킥보드가 최근 비내린것때문에 아예 침수가되었는지 시동이안걸려서 급하게 주문했어요:)

1. 배송 -> 금요일오전8시에 주문했고 토요일오전 10시쯤 받았습니다! (완전빨라요)

2. 포장상태-> 진짜 이건 부품깨져서 올수가없을정도로 포장을 엄청 꼼꼼히 잘해주셨어요 그래서 하나도 파손없이 잘 왔습니다

3. 디자인-> 엄청 깔끔 하게 이뻐요!!

4. 속도-> 속도가 몸무게가 적게나갈수록 빠른거같은데 남편이 근육돼지라 속도는 본인체감상 좀 느린것 같다고 하더라구요! (180cm/92kg)

무튼 추천합니다!"
24.02.15.,남성,177cm,65kg,5,만족합니다. 추천해요! 좋아요 괜찮습니다
24.02.14.,,,,5,"배송이 빠르고, 안내영상을 보면 조립하기 수월합니다..집에서 뒷바퀴 들고 시범으로 페달 돌려봤는데 pas랑 쓰로틀 다 작동 잘 하네요!! 다만 레버 체결 후 단단히 조이는건 좀 어려운듯?"
24.01.25.,남성,171cm,70kg,5,오늘 받았는데 지금 저녁이라서 내일 일 끝나고 타볼려구요. 전기자전거라서 엄청 무거울까 생각했는데 미니 벨로라서 그런가 그렇게 까지 무겁지는 않습니다. 원룸 빌라 베란다에 딱 들어가는 사이즈구요. 접이식이니까 접어서 보관하면 좋을꺼 같습니다.
24.01.15.,,,,5,자전거 좋네요. 만족합니다. 추천해요! 좋아요.
24.01.12.,,,,5,한 달째 고장없이 잘 쓰는중이에요~
24.01.09.,,,,5,가성비 좋습니다 ㅎ
24.01.08.,남성,177cm,75kg,5,"배송이 정말 빠르게 잘 도착했습니다.
조립도 순조롭게 간단히 잘 완료되서 편했던것 같아요.
PAS 스로틀 둘다 좋은 승차감으로 탈수 있는것 같고 핸드폰거치대, 자물쇠, 자전거벨 모두 조립후 장착해서 모두 완벽합니다!
앞으로 열심히 잘 타보겠습니다!"
24.01.04.,여성,167cm,59kg,5,조립도 쉽고 간단하게 타기좋은것 같아용
24.01.03.,남성,174cm,80kg,5,배송도 빠르고 거의 왼조립으로 보내주셔서 20분만에  간단히 조립했습니다. 내일 주행이 기대됩니다.
24.01.02.,남성,180cm,77kg,5,"한달후기 (주4회 이상 2시간 이상 사용함)
1. PAS 주행시 진짜 페달 휙휙돌아감.
2. 페달 회전만큼 배터리소모 비례됨.
경사가 가파른 언덕에선 내려서 끌고가고 웬만하면 운동겸 배터리 아끼면서 힘들때 PAS모드 사용.
3. 동절기 영향으로 배터리소모량 증가, 평지만 달리는 조건이 아니므로 배터리 완충 후 주행거리 영향 큼(2번 조건으로 전 3시간 정도 탐/노하우 터득)
4. 완충후 30km주행이 환경지리적인 요인의 변수가 크니 참고하여 모델(배터리) 상향조정 권장.
5. 경량화로 계단도 번쩍들고 올라갈수도 있음.
전반적으로 배터리용량 및 기어변속이 없다는점이 살짝 아쉽지만 아주 잘 타고 있습니다
단점의 경우는,
1. 안장 높이조절 후 육각렌찌로도 꽉 조였는데 요철길등 주행중 조심씩 안장 높이가 내려감(끼익소리남)
2. 배터리연결 커넥트 단자가 오른쪽 뒷발에 걸려서 가끔 탈착 됨. (뒷바퀴 브레이크 연장선의 경유 반복적 데미지 받았는지 여유 선 끈어짐)"
